Zip Code,Price,Beds,Baths,Living Space,Address,City,State,Zip Code Population,Zip Code Density,County,Median Household Income,Latitude,Longitude
55419,775000.0,4,3,2598,5232 HUMBOLDT AVE S,Minneapolis,Minnesota,29051,2671.7,Hennepin,181509.0,44.90586,-93.28743
95120,2448000.0,4,3,3260,5911 CROSSMONT CIR,San Jose,California,38358,376.8,Santa Clara,297716.0,37.18428,-121.83658
95134,248000.0,3,2,1200,206 EL BOSQUE DR,San Jose,California,31172,1113.6,Santa Clara,203618.0,37.43003,-121.94528
90046,4695000.0,5,4,3850,7984 OCEANUS DR,Los Angeles,California,48749,3322.1,Los Angeles,133455.0,34.10752,-118.36575
19111,314000.0,3,1,1224,1914 AFTON ST,Philadelphia,Pennsylvania,68452,5454.3,Philadelphia,77163.0,40.06065,-75.08019
80921,859000.0,5,4,4411,1198 CRYSTAL BASIN DR,Colorado Springs,Colorado,22725,179.0,El Paso,163704.0,39.02648,-104.88156
23452,710000.0,5,2,2599,1343 LITTLE NECK RD,Virginia Beach,Virginia,56854,1451.3,Virginia Beach,110980.0,36.84604,-76.09197
94123,2200000.0,3,2,2223,3133 FRANKLIN ST,San Francisco,California,26002,9272.5,San Francisco,300463.0,37.80112,-122.43645
74104,515000.0,5,3,2410,1147 S EVANSTON AVE,Tulsa,Oklahoma,11966,1704.9,Tulsa,72028.0,36.14627,-95.9542
98168,599950.0,5,3,2540,12233 22ND AVE S,Seattle,Washington,34614,1526.4,King,97792.0,47.48898,-122.30175
76052,375000.0,3,2,1955,905 PINNACLE RIDGE RD,Haslet,Texas,26240,244.4,Tarrant,147120.0,32.98205,-97.38037
80249,574973.0,5,3,3192,4838 LIVERPOOL ST,Denver,Colorado,36640,296.8,Denver,100812.0,39.84964,-104.69496
80925,442000.0,4,3,1996,10465 CASTOR DR,Colorado Springs,Colorado,14084,189.4,El Paso,119440.0,38.76156,-104.64441
74105,239900.0,2,2,1614,1599 E 59TH ST,Tulsa,Oklahoma,26580,1412.1,Tulsa,129169.0,36.0975,-95.9641
87110,375000.0,3,2,2172,1425 ADAMS ST NE,Albuquerque,New Mexico,40307,1774.2,Bernalillo,80483.0,35.10812,-106.57816
74128,135000.0,3,2,1102,1209 S 112TH EAST AVE # 24D,Tulsa,Oklahoma,13399,1439.6,Tulsa,58490.0,36.1472,-95.85089
92126,674999.0,2,2,1114,7389 CALLE CRISTOBAL UNIT 240,San Diego,California,78097,2602.5,San Diego,136917.0,32.912,-117.14344
28227,285000.0,2,2,1024,10110 CROMARTY LN,Charlotte,North Carolina,58524,562.7,Mecklenburg,90457.0,35.18851,-80.6507
20009,1099000.0,2,2,1529,1320 BELMONT ST NW # 201,Washington,District of Columbia,51288,15023.9,District of Columbia,179185.0,38.91986,-77.03749
20002,565000.0,2,1,786,911 2ND ST NE UNIT 104,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
43235,525000.0,4,3,2952,394 BAILEY PL,Columbus,Ohio,44036,1201.6,Franklin,113572.0,40.10193,-83.05442
40245,565000.0,4,4,3874,3516 WOODMONT PARK LN,Louisville,Kentucky,37503,444.7,Jefferson,157305.0,38.26574,-85.45327
67217,219900.0,4,2,1920,2920 W HADDEN AVE,Wichita,Kansas,31016,830.0,Sedgwick,63359.0,37.61535,-97.36239
30331,230000.0,3,1,925,1091 FAIRBURN RD NW,Atlanta,Georgia,63330,648.2,Fulton,82293.0,33.70627,-84.54439
28205,491260.0,3,4,1739,3112 ALLOY LN,Charlotte,North Carolina,51418,1678.5,Mecklenburg,99270.0,35.22019,-80.78737
10314,599000.0,3,1,1050,390 MAINE AVE,Staten Island,New York,93736,2784.6,Richmond,128456.0,40.60086,-74.16306
67207,180000.0,4,2,1999,939 S APACHE DR,Wichita,Kansas,26836,994.5,Sedgwick,90763.0,37.66567,-97.22923
23455,278000.0,2,3,1424,1008 FARRCROFT WAY,Virginia Beach,Virginia,49826,1267.6,Virginia Beach,108310.0,36.88974,-76.1441
21209,549900.0,4,3,2342,2910 LIGHTFOOT DR,Baltimore,Maryland,30146,1802.3,Baltimore,129887.0,39.37261,-76.66802
92037,899995.0,2,3,1074,3256 VIA MARIN UNIT 16,La Jolla,California,37505,1202.1,San Diego,204979.0,32.85257,-117.25104
28273,259000.0,3,2,1410,12838 SPIRIT BOUND WAY,Charlotte,North Carolina,44048,755.3,Mecklenburg,100576.0,35.12624,-80.94469
23462,385000.0,3,2,1449,233 BOWMAN RD,Virginia Beach,Virginia,66949,2343.8,Virginia Beach,82642.0,36.8366,-76.15105
85006,599900.0,4,2,1835,2302 E PALM LN,Phoenix,Arizona,24777,2411.7,Maricopa,71453.0,33.46511,-112.04778
74112,170000.0,3,1,1103,234 S SANDUSKY AVE,Tulsa,Oklahoma,21919,1241.4,Tulsa,68714.0,36.14696,-95.90437
75210,299999.0,4,2,1582,3514 FRANK ST,Dallas,Texas,9270,1566.1,Dallas,42537.0,32.77141,-96.74618
87107,393225.0,4,3,1999,327 SAN CLEMENTE AVE NW,Albuquerque,New Mexico,27981,737.6,Bernalillo,85532.0,35.13747,-106.64363
85037,350000.0,2,2,956,11215 W MONTEROSA ST,Phoenix,Arizona,52061,2458.1,Maricopa,86606.0,33.49038,-112.26487
38133,259900.0,3,2,1200,3099 LAUREN DR,Memphis,Tennessee,21702,645.3,Shelby,103467.0,35.21292,-89.79474
23454,699000.0,4,3,2539,1329 ROBERTS PT,Virginia Beach,Virginia,57942,994.7,Virginia Beach,119364.0,36.83216,-76.02616
11360,399000.0,1,1,900,18-05 215TH ST # 4S,Bayside,New York,20076,5634.3,Queens,134122.0,40.7805,-73.78159
94109,12850000.0,4,6,5300,1100 UNION ST # 1000,San Francisco,California,56114,20085.5,San Francisco,167261.0,37.79334,-122.42138
43230,299900.0,4,1,1073,287 LINCOLNSHIRE RD,Columbus,Ohio,58956,1115.6,Franklin,107912.0,40.03648,-82.87057
87109,220000.0,4,2,1811,6320 DRISCOLL AVE NE,Albuquerque,New Mexico,40249,1556.7,Bernalillo,76565.0,35.15285,-106.57543
78250,210000.0,3,3,1177,9446 VALLEY MOSS,San Antonio,Texas,60101,2463.8,Bexar,94050.0,29.50341,-98.66668
40223,458000.0,2,2,2069,10722 RIVA RD,Louisville,Kentucky,23739,760.3,Jefferson,130317.0,38.26153,-85.54328
28216,292000.0,3,2,1147,9116 SHENINGTON PL,Charlotte,North Carolina,51477,662.1,Mecklenburg,75507.0,35.31039,-80.8883
37220,1650000.0,3,3,2612,945 ROBERTSON ACADEMY RD,Nashville,Tennessee,6481,324.5,Davidson,230199.0,36.06759,-86.78127
94105,2995000.0,2,3,1678,1 STEUART LN UNIT 905,San Francisco,California,13810,10568.6,San Francisco,347725.0,37.79239,-122.39707
46240,545000.0,4,3,2650,8210 LINCOLN BLVD,Indianapolis,Indiana,19682,776.3,Marion,111498.0,39.90697,-86.12367
76131,306990.0,3,2,1553,8221 WADING RIVER DRIVE,Fort Worth,Texas,47569,1182.0,Tarrant,113511.0,32.88227,-97.34895
33127,780000.0,3,2,1114,261 NW 46TH ST,Miami,Florida,29097,3410.3,Miami-Dade,51727.0,25.81307,-80.20553
95136,999950.0,3,4,1690,556 KING GEORGE AVE,San Jose,California,48867,3626.1,Santa Clara,172715.0,37.27192,-121.85237
93728,499000.0,5,2,2260,1355 N VAN NESS AVE,Fresno,California,17779,2256.5,Fresno,75039.0,36.75729,-119.81816
94607,599000.0,1,1,737,200 2ND ST UNIT 503,Oakland,California,27022,1770.9,Alameda,123304.0,37.80721,-122.30024
76052,459900.0,5,4,2937,14721 BLANCO BISTRO STREET,Haslet,Texas,26240,244.4,Tarrant,147120.0,32.98205,-97.38037
21230,315000.0,3,2,1170,712 HARVEY ST,Baltimore,Maryland,33995,2077.5,Baltimore,130270.0,39.26651,-76.62213
19147,760000.0,3,3,1942,1020 E MOYAMENSING AVE,Philadelphia,Pennsylvania,39335,11352.6,Philadelphia,154389.0,39.93645,-75.15468
67205,370000.0,4,3,2696,8521 W CANDLEWOOD CT,Wichita,Kansas,20642,472.4,Sedgwick,132094.0,37.75012,-97.42317
60610,949000.0,3,2,2150,1212 N LAKE SHORE DR APT 11AS,Chicago,Illinois,42422,14725.7,Cook,167543.0,41.90388,-87.63738
19151,240000.0,3,2,1120,7538 BROCKTON RD,Philadelphia,Pennsylvania,31815,5121.3,Philadelphia,70134.0,39.97562,-75.25616
93726,139500.0,2,1,744,4002 E DAKOTA AVE APT 111,Fresno,California,45330,2742.7,Fresno,64176.0,36.79374,-119.76161
92122,600000.0,1,1,704,7425 CHARMANT DR UNIT 2703,San Diego,California,45676,3279.1,San Diego,127048.0,32.85681,-117.21017
43110,318000.0,3,3,1948,5682 LEVI KRAMER BLVD,Canal Winchester,Ohio,38123,315.3,Fairfield,94347.0,39.82825,-82.80143
80204,370000.0,1,1,522,709 RALEIGH ST,Denver,Colorado,33853,2384.7,Denver,116029.0,39.73476,-105.0207
23455,307000.0,2,2,957,3558 SHORE DR APT 209,Virginia Beach,Virginia,49826,1267.6,Virginia Beach,108310.0,36.88974,-76.1441
27609,700000.0,3,3,2249,600 HARDIMONT RD,Raleigh,North Carolina,35377,1248.4,Wake,121860.0,35.8437,-78.63282
78757,599000.0,2,1,1116,1508 BRENTWOOD ST,Austin,Texas,25547,1992.2,Travis,127265.0,30.35164,-97.73267
90004,1487500.0,8,6,3866,115 S WESTMORELAND AVE,Los Angeles,California,59621,7545.6,Los Angeles,103042.0,34.07624,-118.31101
87112,300000.0,2,2,1460,12305 LOS ARBOLES AVE NE,Albuquerque,New Mexico,41818,1986.1,Bernalillo,80731.0,35.10093,-106.51622
74115,157900.0,3,1,984,1113 N NEW HAVEN AVE,Tulsa,Oklahoma,23534,567.1,Tulsa,50207.0,36.1923,-95.90903
78221,207999.0,3,2,1450,13406 PAVIN TER,San Antonio,Texas,41964,446.2,Bexar,64564.0,29.28097,-98.47529
95125,1798000.0,3,2,1797,1455 HAMILTON WAY,San Jose,California,53478,2834.4,Santa Clara,224763.0,37.29554,-121.89408
38112,145000.0,2,2,1000,1960 N PARKWAY APT 610,Memphis,Tennessee,16437,1320.6,Shelby,78016.0,35.14791,-89.97661
23462,187900.0,2,2,990,5477 DAVIS WAY,Virginia Beach,Virginia,66949,2343.8,Virginia Beach,82642.0,36.8366,-76.15105
89103,595000.0,2,2,1052,4471 DEAN MARTIN DR UNIT 3101,Las Vegas,Nevada,51966,3079.3,Clark,65249.0,36.11236,-115.21215
80918,1250000.0,4,4,4424,1760 COLGATE DR,Colorado Springs,Colorado,48404,1559.6,El Paso,102288.0,38.91156,-104.78032
94123,2495000.0,3,3,2460,3137 GOUGH ST,San Francisco,California,26002,9272.5,San Francisco,300463.0,37.80112,-122.43645
70116,3250000.0,4,7,3820,1118 BURGUNDY ST,New Orleans,Louisiana,10901,3321.6,Orleans,77732.0,29.96697,-90.06448
95826,339900.0,2,2,1140,9141 NEWHALL DR APT 59,Sacramento,California,40847,1496.6,Sacramento,93008.0,38.54554,-121.37885
76120,349900.0,3,2,1893,2821 GARDENDALE DR,Fort Worth,Texas,20518,1058.6,Tarrant,91292.0,32.76742,-97.18286
85714,205000.0,2,1,797,1342 E IRVINGTON RD,Tucson,Arizona,15828,1084.3,Pima,55603.0,32.16997,-110.94653
85212,830000.0,4,4,3227,9658 E RAINBOW AVE,Mesa,Arizona,43326,433.6,Maricopa,140064.0,33.32064,-111.63088
87120,300000.0,3,2,1533,6705 LAMAR AVE NW,Albuquerque,New Mexico,66118,442.9,Bernalillo,98519.0,35.14097,-106.76522
87106,550000.0,3,3,2436,2601 DE KOONING AVE SE,Albuquerque,New Mexico,25844,278.6,Bernalillo,75283.0,35.00818,-106.61185
94109,565000.0,1,1,571,1492 LARKIN ST APT 1,San Francisco,California,56114,20085.5,San Francisco,167261.0,37.79334,-122.42138
92139,649000.0,3,3,1459,2065 MANZANA WAY,San Diego,California,35364,3816.4,San Diego,103116.0,32.68006,-117.04889
46208,64900.0,2,1,920,3535 GRACELAND AVE,Indianapolis,Indiana,21908,1226.5,Marion,80141.0,39.82307,-86.17307
78703,2499950.0,4,4,3733,2119 W 11TH ST,Austin,Texas,22111,1518.4,Travis,230603.0,30.29385,-97.76554
78221,289999.0,3,2,1910,13518 TURNESA TER,San Antonio,Texas,41964,446.2,Bexar,64564.0,29.28097,-98.47529
95132,799000.0,3,2,1121,2935 SUTTERGATE WAY,San Jose,California,41337,583.5,Santa Clara,200701.0,37.41994,-121.79059
92111,925000.0,3,2,1260,2861 PREECE ST,San Diego,California,49351,2247.4,San Diego,111577.0,32.8065,-117.16897
90807,2399000.0,4,4,5983,3540 PINE AVE,Long Beach,California,32994,2881.6,Los Angeles,122666.0,33.83098,-118.18113
94132,1808000.0,3,3,1880,120 MORNINGSIDE DR,San Francisco,California,29707,3662.2,San Francisco,146999.0,37.72219,-122.48475
43222,199000.0,2,3,1600,37 S HARTFORD AVE,Columbus,Ohio,4303,1177.3,Franklin,46544.0,39.961,-83.03581
27606,264900.0,4,4,1219,1220 UNIVERSITY CT APT 302,Raleigh,North Carolina,45499,718.1,Wake,97207.0,35.73991,-78.71833
85206,375000.0,2,2,1604,4241 E CATALINA AVE,Mesa,Arizona,35163,1446.3,Maricopa,82788.0,33.39685,-111.71758
73179,268500.0,3,2,1547,4113 PALISADE LN,Oklahoma City,Oklahoma,5843,191.3,Oklahoma,117739.0,35.4231,-97.64521
73120,425000.0,3,2,1967,2812 CROYDON CT,Oklahoma City,Oklahoma,35083,1226.0,Oklahoma,93687.0,35.58049,-97.57248
78721,1195000.0,4,4,2753,1407 E M FRANKLIN AVE # 1,Austin,Texas,10728,1161.0,Travis,112248.0,30.27127,-97.68345
38117,348000.0,3,2,1600,95 BENDEL CIR W,Memphis,Tennessee,26584,1093.2,Shelby,136370.0,35.11504,-89.90551
93704,350000.0,2,1,1118,564 E MICHIGAN AVE,Fresno,California,29184,2087.9,Fresno,92194.0,36.80012,-119.80202
23451,324900.0,2,2,1125,2325 SEA SHELL RD APT 107,Virginia Beach,Virginia,43885,857.2,Virginia Beach,136673.0,36.87175,-76.00689
94612,570000.0,1,1,862,630 THOMAS L BERKLEY WAY APT 824,Oakland,California,16884,6803.1,Alameda,121981.0,37.80789,-122.2662
33142,449900.0,4,2,1193,1334 NW 56TH ST,Miami,Florida,57733,2043.9,Miami-Dade,48383.0,25.80665,-80.25517
66104,205000.0,3,2,1520,3055 N 33RD ST,Kansas City,Kansas,26638,636.5,Wyandotte,63194.0,39.15043,-94.68861
20002,980854.0,4,2,1568,812 I ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
68131,295000.0,1,1,951,200 S 31ST AVE APT 4815,Omaha,Nebraska,13497,2520.0,Douglas,64711.0,41.26435,-95.96479
67212,260000.0,3,3,2381,10613 W PONDEROSA CIR,Wichita,Kansas,44128,1360.6,Sedgwick,78176.0,37.70247,-97.43658
74136,192500.0,3,3,2427,6723 S MARION AVE,Tulsa,Oklahoma,31154,1555.1,Tulsa,81725.0,36.06188,-95.9419
78744,275000.0,3,2,960,6605 WILLOW WAY,Austin,Texas,48524,828.9,Travis,92828.0,30.18024,-97.72888
20009,575000.0,2,2,712,1753 U ST NW # 1,Washington,District of Columbia,51288,15023.9,District of Columbia,179185.0,38.91986,-77.03749
87123,275500.0,2,2,1457,1508 DOMINO DR SE,Albuquerque,New Mexico,44162,590.9,Bernalillo,79755.0,35.06206,-106.46991
80247,699000.0,4,3,2126,771 S EMPORIA ST,Denver,Colorado,29066,3853.2,Denver,72727.0,39.69684,-104.88127
75227,270000.0,3,2,1507,8162 ASTORIA DR,Dallas,Texas,58395,1950.4,Dallas,65168.0,32.77044,-96.68831
27610,318875.0,3,3,1685,5357 ARKOSE DRIVE # 390 - CARLISLE B,Raleigh,North Carolina,79445,679.4,Wake,77917.0,35.7435,-78.54644
94610,425000.0,2,2,890,10 MOSS AVE APT 14,Oakland,California,32144,5934.4,Alameda,173922.0,37.81229,-122.24048
78209,446999.0,3,3,1679,414 NATALEN AVE,San Antonio,Texas,42474,1612.4,Bexar,150737.0,29.48899,-98.45675
85212,465000.0,3,2,1765,9643 E TWINKLE CIR,Mesa,Arizona,43326,433.6,Maricopa,140064.0,33.32064,-111.63088
23464,444900.0,3,3,2061,1140 NORTHVALE DR,Virginia Beach,Virginia,77139,1786.9,Virginia Beach,108999.0,36.79732,-76.17899
48221,285000.0,3,3,1875,20133 CANTERBURY RD,Detroit,Michigan,41203,3062.6,Wayne,73212.0,42.4272,-83.14949
43223,210000.0,4,2,1485,316 WHITETHORNE AVE,Columbus,Ohio,27458,1059.9,Franklin,62301.0,39.92636,-83.03395
43209,329990.0,3,2,1625,2829 TUDOR RD,Columbus,Ohio,28867,1821.0,Franklin,130704.0,39.95462,-82.92992
94110,1269800.0,3,2,1430,601 ALABAMA ST UNIT 309,San Francisco,California,70859,11447.9,San Francisco,223044.0,37.74975,-122.41528
76108,338990.0,4,2,1773,9621 NEW BERN DR,Fort Worth,Texas,44125,395.3,Tarrant,97311.0,32.77943,-97.51811
60654,550000.0,2,2,1285,501 N CLINTON ST APT 1004,Chicago,Illinois,21859,15577.5,Cook,197024.0,41.89209,-87.63673
64119,193000.0,2,3,1960,7031 N ASKEW AVE,Kansas City,Missouri,32461,864.3,Clay,91061.0,39.21137,-94.5186
85716,163500.0,1,1,626,2915 E 17TH ST,Tucson,Arizona,31317,1679.6,Pima,66518.0,32.24222,-110.92351
98121,710000.0,1,1,677,2510 6TH AVE UNIT 3303,Seattle,Washington,21010,18290.9,King,163578.0,47.61548,-122.34668
85746,279000.0,3,2,1137,3051 W PLACITA DE LA ROSETA,Tucson,Arizona,46452,154.8,Pima,76042.0,32.06964,-111.09047
87114,350000.0,3,2,1632,9611 MOGOLLON DR NW,Albuquerque,New Mexico,69717,1285.7,Bernalillo,96944.0,35.19718,-106.68216
85718,650000.0,4,2,2287,908 E FIREHOLE RIVER WAY,Tucson,Arizona,26377,430.8,Pima,164782.0,32.31078,-110.91819
95821,599000.0,3,2,1540,3069 BERTIS DR,Sacramento,California,37473,2048.8,Sacramento,85727.0,38.62541,-121.38479
60628,239900.0,4,2,1400,10221 S VERNON AVE,Chicago,Illinois,64489,2268.2,Cook,63260.0,41.69165,-87.61828
60619,319900.0,4,3,2950,8210 S MICHIGAN AVE,Chicago,Illinois,63481,4002.8,Cook,59280.0,41.74346,-87.60532
40203,209900.0,2,1,1109,503 E OAK ST,Louisville,Kentucky,17263,2302.1,Jefferson,48118.0,38.24722,-85.765
23454,330000.0,4,3,1650,2222 WINDOM PL,Virginia Beach,Virginia,57942,994.7,Virginia Beach,119364.0,36.83216,-76.02616
85032,424900.0,3,2,1297,3215 E HELENA DR,Phoenix,Arizona,69352,2166.0,Maricopa,91686.0,33.62624,-112.00368
85207,359900.0,3,2,1209,646 N 92ND PL,Mesa,Arizona,49699,653.1,Maricopa,125219.0,33.45362,-111.63631
93711,510000.0,4,3,2378,3230 W ANTHEM DR,Fresno,California,39085,1345.5,Fresno,133923.0,36.83508,-119.83309
68131,200000.0,3,2,1451,139 N 38TH AVE,Omaha,Nebraska,13497,2520.0,Douglas,64711.0,41.26435,-95.96479
75241,200000.0,3,2,1523,5606 S MARSALIS AVE,Dallas,Texas,31749,485.2,Dallas,54629.0,32.667,-96.75903
90813,475000.0,2,1,854,1331 E 7TH ST APT 12,Long Beach,California,56420,7073.8,Los Angeles,62644.0,33.78237,-118.19656
55403,92500.0,1,1,525,1820 1ST AVE S APT 202,Minneapolis,Minnesota,16349,4645.6,Hennepin,100893.0,44.97023,-93.28588
90046,4495000.0,3,3,3535,2570 NICHOLS CANYON RD,Los Angeles,California,48749,3322.1,Los Angeles,133455.0,34.10752,-118.36575
75228,463000.0,4,4,2105,7528 LABURNAM RD,Dallas,Texas,71450,2411.7,Dallas,73237.0,32.82456,-96.6805
78247,275000.0,3,2,1436,14211 WALMER ST,San Antonio,Texas,50588,1341.2,Bexar,98843.0,29.58005,-98.41196
27608,425000.0,2,1,1001,1803 RIDLEY ST,Raleigh,North Carolina,12069,1350.6,Wake,213819.0,35.81004,-78.64815
19121,42900.0,3,1,876,2156 N NEWKIRK ST,Philadelphia,Pennsylvania,34702,5660.1,Philadelphia,60326.0,39.98231,-75.17995
77009,459995.0,3,2,1466,1305 IDYLWILD ST,Houston,Texas,37654,2346.6,Harris,134710.0,29.79499,-95.36758
73142,360000.0,5,3,2565,7301 NW 149TH ST,Oklahoma City,Oklahoma,14822,734.3,Oklahoma,126123.0,35.60937,-97.63895
27617,800000.0,4,4,3167,9008 WINGED THISTLE CT,Raleigh,North Carolina,19661,917.7,Wake,136324.0,35.90723,-78.77221
33145,1700000.0,5,4,3164,2370 SW 17TH ST,Miami,Florida,28944,4394.6,Miami-Dade,98140.0,25.75322,-80.23461
89109,449900.0,1,2,874,125 E HARMON AVE # 2702,Las Vegas,Nevada,6355,594.8,Clark,113312.0,36.12603,-115.16327
43212,233000.0,2,2,1140,1802 KINGS CT APT C,Columbus,Ohio,22160,2289.8,Franklin,122827.0,39.98763,-83.04215
78201,545000.0,3,4,1850,315 CINCINNATI AVE UNIT 102,San Antonio,Texas,45767,2478.7,Bexar,59707.0,29.46901,-98.52861
19120,219900.0,3,1,1138,5838 NEWTOWN AVE,Philadelphia,Pennsylvania,73896,8821.9,Philadelphia,62768.0,40.03417,-75.11986
20010,815000.0,3,3,2000,3526 PARK PL NW UNIT 2,Washington,District of Columbia,33656,13060.3,District of Columbia,150699.0,38.93255,-77.03128
64125,145000.0,2,1,932,733 DITMAN AVE,Kansas City,Missouri,2506,630.1,Jackson,56539.0,39.1065,-94.49388
67212,384900.0,3,3,2272,928 N BAYSHORE DR,Wichita,Kansas,44128,1360.6,Sedgwick,78176.0,37.70247,-97.43658
97219,575000.0,3,2,2028,7016 SW 7TH AVE,Portland,Oregon,44374,1464.4,Multnomah,164098.0,45.45413,-122.69972
68122,329990.0,4,3,1752,9428 REYNOLDS ST,Omaha,Nebraska,12568,276.3,Douglas,104805.0,41.36451,-96.05036
46268,325000.0,4,3,2054,2810 WORTHAM WAY,Indianapolis,Indiana,24753,753.2,Marion,75623.0,39.89769,-86.23253
37209,350000.0,1,1,705,1677 54TH AVE N APT 203,Nashville,Tennessee,37363,428.7,Davidson,98701.0,36.15591,-86.91638
80218,250000.0,1,1,527,1374 N OGDEN ST APT A,Denver,Colorado,19013,4638.1,Denver,130715.0,39.73119,-104.97073
76134,244900.0,3,2,1135,7104 LEGATO LN,Fort Worth,Texas,29208,1310.8,Tarrant,82479.0,32.64331,-97.33103
68104,175000.0,2,11,1344,3905 N 61ST ST,Omaha,Nebraska,37274,2181.5,Douglas,73750.0,41.29525,-96.00104
90813,539000.0,2,2,920,838 PINE AVE UNIT 215,Long Beach,California,56420,7073.8,Los Angeles,62644.0,33.78237,-118.19656
23462,195000.0,2,1,1000,549 PEREGRINE ST,Virginia Beach,Virginia,66949,2343.8,Virginia Beach,82642.0,36.8366,-76.15105
78745,314999.0,2,2,1083,5608 COUGAR DR APT 117,Austin,Texas,62277,1750.5,Travis,101443.0,30.20743,-97.79822
80249,645000.0,6,4,3234,19877 E 40TH AVE,Denver,Colorado,36640,296.8,Denver,100812.0,39.84964,-104.69496
92101,2899900.0,2,2,2047,700 W HARBOR DR UNIT 2902,San Diego,California,43096,3090.7,San Diego,121867.0,32.7162,-117.18589
33132,765000.0,3,2,1305,275 NE 18TH ST APT 1708,Miami,Florida,15834,4045.5,Miami-Dade,126469.0,25.77719,-80.17395
19132,285000.0,7,3,1973,2254 N PARK AVE,Philadelphia,Pennsylvania,32802,5879.3,Philadelphia,48243.0,39.99649,-75.17102
46201,325000.0,3,2,2282,925 N TACOMA AVE,Indianapolis,Indiana,31193,2156.8,Marion,55588.0,39.77369,-86.10949
95135,660000.0,2,2,1197,6359 WHALEY DR,San Jose,California,22010,65.7,Santa Clara,244898.0,37.22285,-121.55913
92113,640000.0,3,1,871,4073 NEWTON AVE,San Diego,California,51461,4405.1,San Diego,70422.0,32.69591,-117.12012
87114,320000.0,4,2,1553,5204 RIVER RIDGE AVE NW,Albuquerque,New Mexico,69717,1285.7,Bernalillo,96944.0,35.19718,-106.68216
67211,35000.0,2,1,834,1325 S IDA ST,Wichita,Kansas,19854,1512.3,Sedgwick,50046.0,37.66708,-97.31706
73135,205000.0,3,2,1518,5317 SE 82ND ST,Oklahoma City,Oklahoma,21532,757.5,Oklahoma,72845.0,35.39644,-97.42692
90815,1025000.0,4,2,1987,2409 OSTROM AVE,Long Beach,California,43092,2358.7,Los Angeles,142489.0,33.79572,-118.11592
73111,143000.0,3,2,1098,1420 NE 38TH ST,Oklahoma City,Oklahoma,11497,516.8,Oklahoma,50999.0,35.51889,-97.47722
21239,200000.0,3,2,1462,1324 WINSTON AVE,Baltimore,Maryland,29619,3902.2,Baltimore,90400.0,39.36517,-76.58709
33130,1500000.0,2,2,1106,801 S MIAMI AVE UNIT 5505,Miami,Florida,31835,11238.0,Miami-Dade,91468.0,25.76805,-80.20291
46217,329500.0,4,2,2778,3901 S MERIDIAN ST,Indianapolis,Indiana,39000,711.7,Marion,98715.0,39.67254,-86.19338
85203,320000.0,2,2,904,619 E JENSEN ST UNIT 89,Mesa,Arizona,38719,1614.6,Maricopa,93467.0,33.44997,-111.80403
70118,450000.0,3,2,1350,1907 CALHOUN ST # 1907,New Orleans,Louisiana,35699,2980.3,Orleans,111331.0,29.9451,-90.1257
77489,170000.0,3,2,1672,16338 CLAY PIGEON CT,Missouri City,Texas,38593,1319.0,Fort Bend,87294.0,29.60068,-95.51605
55410,275000.0,2,1,1004,4221 UPTON AVE S APT 105,Minneapolis,Minnesota,20525,2581.6,Hennepin,201229.0,44.91364,-93.31725
80249,355400.0,2,2,929,4999 N YAMPA ST,Denver,Colorado,36640,296.8,Denver,100812.0,39.84964,-104.69496
98122,499000.0,1,1,796,303 E PIKE ST APT 411,Seattle,Washington,41541,6865.8,King,147095.0,47.60985,-122.29569
78731,380000.0,2,3,1167,3845 RANCH ROAD 2222 APT 16,Austin,Texas,26506,1170.2,Travis,166327.0,30.34766,-97.7687
94103,1280000.0,2,1,1350,71 ALBION ST,San Francisco,California,32430,9113.8,San Francisco,158861.0,37.77299,-122.41136
20001,889000.0,4,2,2223,41 HANOVER PL NW,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
70117,215000.0,2,2,1857,6308 DAUPHINE ST,New Orleans,Louisiana,27009,1894.5,Orleans,61422.0,29.9685,-90.03004
21216,267000.0,4,2,1470,1123 N LONGWOOD ST,Baltimore,Maryland,27643,3231.9,Baltimore,57575.0,39.3108,-76.67145
78249,251000.0,3,2,1188,7310 CORIAN PARK DR,San Antonio,Texas,59035,1573.8,Bexar,96466.0,29.56752,-98.614
87109,687000.0,6,4,3914,7112 WHITEWOOD CT NE,Albuquerque,New Mexico,40249,1556.7,Bernalillo,76565.0,35.15285,-106.57543
76179,388863.0,4,2,1982,5944 HALLS LAKE LOOP,Fort Worth,Texas,70425,524.3,Tarrant,119057.0,32.91397,-97.43947
73150,390000.0,3,3,2685,3912 SMOKING OAKS DR,Oklahoma City,Oklahoma,5304,109.3,Oklahoma,112029.0,35.40059,-97.33214
43227,185000.0,3,3,1176,3885 CONWAY DR,Columbus,Ohio,24779,2306.0,Franklin,55289.0,39.94511,-82.88858
55412,199900.0,3,1,948,3750 OLIVER AVE N,Minneapolis,Minnesota,25497,2889.9,Hennepin,84058.0,45.02612,-93.29952
95829,574990.0,4,3,2125,7681 BAREBOW WAY,Sacramento,California,30594,581.7,Sacramento,126052.0,38.48759,-121.33326
